timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-17T15:22:18,codecarbon,6f70fd02-4830-4582-a79a-57da0410fd73,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.0575176649999775,2.3012471055720994e-07,4.000939720993536e-06,42.5,0.0,11.453072547912598,6.783193965266795e-07,0,1.8156772245909114e-07,8.598871189857706e-07,The Netherlands,NLD,,,,Linux-6.12.4-arch1-1-x86_64-with-glibc2.40,3.12.2,2.8.2,16,AMD Ryzen 7 7840U w/ Radeon  780M Graphics,,,4.8995,52.3824,30.541526794433597,machine,N,1.0
2025-01-17T15:27:12,codecarbon,5cc59dcc-82e0-4a58-91c7-00250dd4a7ae,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.05512285599979805,2.204278021774487e-07,3.998845817754005e-06,42.5,0.0,11.453072547912598,6.49766208334452e-07,0,1.7388731109761522e-07,8.236535194320672e-07,The Netherlands,NLD,,,,Linux-6.12.4-arch1-1-x86_64-with-glibc2.40,3.12.2,2.8.2,16,AMD Ryzen 7 7840U w/ Radeon  780M Graphics,,,4.8995,52.3824,30.541526794433594,machine,N,1.0
